left_shop,left_brand,left_productName,left_price,right_shop,right_brand,right_productName,right_price,label,id
Carrefour,L'OR,Koffie Capsules Lungo Elegante Intensiteit 6 Nespresso* Compatibel 10 stuks,3.56,Albert Heijn,L'OR,Espresso lungo elegante koffiecups,2.99,1,5284
Colruyt,COCA-COLA,Light,2.13,Albert Heijn,Coca-Cola,Light 8pack,4.39,0,5285
Colruyt,A.VOGEL BAMBU,inst.koffieverv.cafv.,5.89,Albert Heijn,AH,Olijfolie extra vierge,3.79,0,5286
Colruyt,ALPRO,hazelnoot-chocolade-ijs,4.99,Albert Heijn,Alpro,Sojadrink banaan,1.59,0,5287
Carrefour,Arla,Skyr Nature 450 g,2.25,Albert Heijn,Arla,Skyr creamy vanille,1.99,0,5288
Carrefour,Alpro,Vanille Plantaardig Alternatief voor Yoghurt 500 g,2.28,Albert Heijn,Alpro,Haverdrink zonder suikers,2.29,0,5289
Carrefour,Becel,Original 300 g,2.09,Colruyt,BECEL,light,1.91,1,5290
Carrefour,Carrefour,Bio Varkens/Rundsworst 0.242 kg,3.59,Colruyt,BONI,gv vleessalade,1.84,0,5291
Carrefour,Pur Natur,Bio Yoghurt Mager 500 g,2.19,Colruyt,PUR NATUR,yog.mager natuur bio glas,2.19,1,5292
Carrefour,Kellogg's,Smacks 450 g,3.97,Albert Heijn,Kellogg's,Special K melkchocolade,3.19,0,5293
Carrefour,Becel,ProActiv | Verlaagt cholesterol | Pure | 250g,4.85,Colruyt,BECEL PROACTIV,pure,4.85,1,5294
Albert Heijn,AH,Halfvolle melk,0.79,Colruyt,RUSTLERS,burger Quarter Pounder,2.87,0,5295
Colruyt,MILKA,choco hazelnoot smeerpasta,3.99,Albert Heijn,Milka,Hazelnootpasta met chocolade,3.99,1,5296
Albert Heijn,Dreft,Platinum plus vaatwastabletten citroen,19.99,Colruyt,BONI,doperwten extra fijn blik,0.55,0,5297
Carrefour,Campina,Halfvolle Weidemelk  8 x 1 L,10.19,Albert Heijn,Campina,Echte Slagroom 250 g Spuitbus,1.29,0,5298
Carrefour,Nestlé,Smarties Mix-in Yoghurt met Aardbei 2 x 120 g,2.17,Albert Heijn,Nestlé,Nesquik,1.99,0,5299
Colruyt,BONNE MAMAN,hazelnootpasta,3.99,Albert Heijn,Bonne Maman,Aardbeien confiture,1.79,0,5300
Colruyt,STARBUCKS,Caffè Latte,1.79,Albert Heijn,Starbucks,Chilled classic skinny latte,1.99,0,5301
Carrefour,Alpro,Vanille Plantaardig Alternatief voor Yoghurt 500 g,2.05,Colruyt,ALPRO,vanille,1.79,1,5302
Colruyt,ALPRO,blauwe bosbes,1.55,Albert Heijn,Alpro,Sojadrink choco,1.79,0,5303
Colruyt,COCA-COLA,bak,15.59,Albert Heijn,Coca-Cola,Zero vanilla,2.69,0,5304
Carrefour,Alpro,Soya Smeerbaar 250 g,1.47,Albert Heijn,Alpro,Dessert dark chocolate,2.19,0,5305
Colruyt,CAMPINA,magere melk 0%vg PET,0.69,Carrefour,Campina,0% Vet Magere Melkdrank 500 ml,1.02,1,5306
Colruyt,NATURE VALLEY,protein pind&choc.GV,2.99,Albert Heijn,Nature Valley,Protein pinda & chocolade repen,2.99,1,5307
Colruyt,PERFECT FIT,Sensitive 1+ kalkoen,2.39,Carrefour,Perfect Fit,Sensitive 1+ 750 g,5.09,1,5308
Colruyt,ORAL-B,TP Purify deep clean,3.99,Carrefour,Oral-B,Intensieve Tandvleesverzorging 75ml,5.79,1,5309
Colruyt,PRÉSIDENT,brie 10 porties,5.95,Carrefour,Président,Brie 10 x 34 g,6.15,1,5310
Albert Heijn,L'OR,Espresso forza koffiecups,5.29,Carrefour,L'OR,Koffie Capsules Espresso Forza Intensiteit 9 Nespresso* Compatibel 20 stuks,6.11,1,5311
Carrefour,Whiskas,Kattenvoeding  Blikken in Saus met Rund 400 g,1.14,Colruyt,WHISKAS,brokjes rund in saus,1.12,1,5312
Carrefour,Campina,Lichte Culinaire Room 20% Vet 2 x 250 ml,3.65,Albert Heijn,Campina,Langlekker halfvolle melk multipack,2.29,0,5313
Colruyt,DANONE LIGHT&FREE,skyr natuur,1.99,Carrefour,Light & Free,Skyr Natuur rijk aan Proteïnen 2 x 145 g,2.46,1,5314
Colruyt,L'OR ESPRESSO,caps Lungo Eleg. 06,4.79,Albert Heijn,L'OR,Espresso lungo elegante koffiecups,4.79,1,5315
Albert Heijn,Starbucks,Dolce gusto koffiecups latte macchiato,4.69,Carrefour,Starbucks,"Latte Macchiato by NESCAFE DOLCE GUSTO 6+6 Capsules, 129 g",4.67,1,5316
Colruyt,KNORR,saus Gratin.look fi.kruiden,3.01,Albert Heijn,Knorr,Veggie wraps 35% wortel,2.79,0,5317
Albert Heijn,Listerine,Mondwater total care,5.99,Colruyt,LISTERINE TOTAL CARE,mondspoeling,5.75,1,5318
Colruyt,DR.OETKER RISTORANTE,pizza Hawaii,1.69,Albert Heijn,Dr. Oetker,Ristorante pizza hawaii,1.99,1,5319
Colruyt,FEVER-TREE,Ginger Beer,4.99,Albert Heijn,Fever-Tree,Ginger beer 4-pack,5.29,1,5320
Carrefour,Dr. Oetker,Bistro Baguette Tomate & Fromage 2 x 125 g,2.3,Albert Heijn,Dr. Oetker,Aroma vanille,1.19,0,5321
Carrefour,Carrefour,Le Coulommiers 350 g,2.55,Albert Heijn,Jordan,Dental sticks fluoride mint extra thin,2.99,0,5322
Carrefour,Alpro,Soya Bakken & Braden 500 g,2.4,Albert Heijn,Alpro,Sojadrink zonder suikers,1.19,0,5323
Colruyt,NIVEA,MEN sensitive cream,3.84,Albert Heijn,Nivea,Men sensitive gezichtscreme,7.69,1,5324
Colruyt,GARDEN GOURMET,rondo spin-kaas veg,3.3,Albert Heijn,Garden Gourmet,Sensational oosterse stukjes,3.89,0,5325
Albert Heijn,Persil,Discs color,15.49,Colruyt,PERSIL,discs color,14.25,1,5326
Albert Heijn,AH,Vegan bieten burger,2.49,Carrefour,Le Chat,Wasmiddel Poeder Sensitive 38DS,15.25,0,5327
Colruyt,DANONE DANONINO,aardbei,4.25,Carrefour,Danonino,Verse Kaas Aardbei Maxi voor Kinderen 6 x 100 g,4.45,1,5328
Colruyt,COLGATE,tandpasta cool crystal,2.49,Albert Heijn,Colgate,Tandpasta max fresh,2.59,1,5329
Colruyt,B&J,Cookie Dough Swich Up,5.49,Albert Heijn,Ben & Jerry's,Cookie dough s'wich up,3.99,1,5330
Colruyt,ALPRO,aardbei,3.05,Albert Heijn,Alpro,Sojadrink choco,1.79,0,5331
Carrefour,Lipton,Pyramides Groene thee Sencha 20 theezakjes,2.75,Colruyt,LIPTON,Green Tea Indonesian Sencha,1.39,1,5332
Carrefour,Alpro,100 Kcal Choco Sojadrink 3 x 250 ml,2.7,Albert Heijn,Alpro,IJs soya vanilla,4.99,0,5333
Carrefour,Alpro,Groeidrink Haver 1-3+ Years 1 L,2.53,Colruyt,ALPRO,groeidrink haver 1-3+ brik,2.19,1,5334
Colruyt,ALPRO,kers,2.19,Albert Heijn,Alpro,Barista coconut,2.89,0,5335
Carrefour,Milka,Smeerpasta 600 GR,4.23,Albert Heijn,Milka,Hazelnootpasta met chocolade,3.99,1,5336
Carrefour,VaniliVit,0.5 L,2.25,Colruyt,VANILIVIT,magere melk vanille glas,2.29,1,5337
Colruyt,ALPRO,hazelnootdrink choco,1.61,Albert Heijn,Alpro,Haver amandeldrink,2.99,0,5338
Colruyt,,rode paprika,2.75,Albert Heijn,Unox,Cup-a-soup tomaat crème,1.79,0,5339
Colruyt,DR.OETKER RISTORANTE,Quattro Form.,1.79,Carrefour,Dr. Oetker,Ristorante Pizza Quattro Formaggi 340 g,1.96,1,5340
Albert Heijn,AH,Kiphaasjes,3.69,Carrefour,Carrefour,Tiramisu Speculaas 2 x 100 g,1.99,0,5341
Colruyt,LIPTON,Ice Tea Peach,1.99,Albert Heijn,Lipton,Ice tea peach,2.49,0,5342
Albert Heijn,AH Biologisch,Buffelmozzarella 52+,2.59,Colruyt,CESAR,rund & groenten,2.69,0,5343
Colruyt,,Waratah Chardonnay Australie,2.99,Albert Heijn,,Lasagne pakket compleet,10.42,0,5344
Albert Heijn,L'OR,Espresso forza koffiecups,5.29,Colruyt,L'OR ESPRESSO,caps Forza 09,5.23,1,5345
Albert Heijn,L'OR,Espresso lungo profondo koffiecups,5.79,Colruyt,L'OR ESPRESSO,caps Lungo Profondo 8,5.49,1,5346
Albert Heijn,Head & Shoulders,Antiroos shampoo classic clean,6.09,Colruyt,HEAD & SHOULDERS,shamp clas/citrus,5.59,1,5347
Colruyt,ALPRO,margarin bakken en braden alu,1.99,Albert Heijn,Alpro,Kokosnootdrink original,1.89,0,5348
Colruyt,NESCAFÉ,oplos-ijskoffie Frappé,2.99,Albert Heijn,Nescafé,Frappe ijskoffie oploskoffie,2.24,1,5349
Colruyt,CRODINO,alcoholvrij ap. Rosso,3.39,Albert Heijn,Crodino,Rosso,3.89,1,5350
Colruyt,ALPRO,perzik/ananas-passievrucht,2.86,Albert Heijn,Alpro,Barista coconut,2.89,0,5351
Albert Heijn,Sensodyne,Complete protection extrafresh tandpasta,5.49,Colruyt,CÉRÉAL,Madeleines gv lv,4.89,0,5352
Albert Heijn,AH,Bloemkool,1.79,Colruyt,CHATAR,worst gekookt,3.19,0,5353
Carrefour,Dr. Oetker,Pizza Ristorante Spinaci 390 g,2.48,Albert Heijn,Dr. Oetker,Suikeroogjes cupcake taart versiering,2.89,0,5354
Albert Heijn,L'OR,Espresso forza koffiecups,5.29,Colruyt,BONI,gouda belegen blokje,4.46,0,5355
Colruyt,ALPRO,perzik/ananas-passievrucht,3.05,Albert Heijn,Alpro,Nutty mousse,1.99,0,5356
Colruyt,,mini patisserie,5.99,Albert Heijn,Starbucks,Espresso roast koffiebonen,7.49,0,5357
Carrefour,Colgate,Total Advanced Glazuurverzorging tandpasta 75ml,3.89,Colruyt,COLGATE TOTAL,tandpasta glaz.verz.,1.84,1,5358
Carrefour,Kellogg's,Tresor Milk Chocolate 1 kg,9.95,Albert Heijn,Kellogg's,Honey pops loops,2.99,0,5359
Albert Heijn,Délio,Kip salade,2.99,Colruyt,DÉLIO,kipsalade,2.99,1,5360
Albert Heijn,Soupline,Hemels fris,4.79,Carrefour,Soupline,Naturals Hemels Fris 1.3L,4.79,1,5361
Colruyt,WHISKAS,1+ kip,9.49,Carrefour,Whiskas,Droge Voeding  Gevulde 1+ Jaar Brokjes Kip 3.8 kg,9.68,1,5362
Carrefour,Lenor,"Amethist & Bloemen Boeket - Wasverzachter 45 Wasbeurten, 1.035L",5.15,Colruyt,LENOR,amethyst 45d.,5.05,1,5363
Colruyt,HEAD&SHOULDERS,Shamp. 2in1 classic,1.84,Albert Heijn,Head & Shoulders,Classic 2-in-1 shampoo,3.69,1,5364
Colruyt,ALPRO,aardbei,1.55,Albert Heijn,Alpro,Lekker gezond smeren,1.29,0,5365
Colruyt,BONI,garnalensalade roze,2.99,Carrefour,Danone,Natuur Magere Yoghurt Gesuikerd 8 x125 g,2.99,0,5366
Colruyt,MILKA,choco hazelnoot smeerpasta,3.99,Carrefour,Milka,Smeerpasta 600 GR,4.32,1,5367
Colruyt,LISTERINE TOTAL CARE,mondspoeling,4.49,Carrefour,Listerine,Total Care 6in1 Mondspoeling Clean Mint 500 ml,6.05,1,5368
Colruyt,GARDEN GOURMET,vegetarische nuggets,11.39,Albert Heijn,Garden Gourmet,Falafel spinazie vegan,3.49,0,5369
Carrefour,Alpro,Not MLK Plantaardige Drink Halfvol 1.8%,2.05,Albert Heijn,Alpro,Dessert dark chocolate,2.19,0,5370
Colruyt,GARDEN GOURMET,groenteburger veg,3.3,Albert Heijn,Garden Gourmet,Vuna,3.99,0,5371
Colruyt,BONI,vloerreinger lijnolie,1.39,Albert Heijn,Huggies,Little swimmers large (12-18 kg),4.99,0,5372
Carrefour,Pur Natur,Bio Yoghurt 500 g,1.96,Albert Heijn,Pur Natur,Biologische yoghurt granaatappel,2.09,0,5373
Carrefour,Campina,Lactosevrije Halfvolle Melk 6 x 1 L,13.65,Albert Heijn,Campina,Langlekker halfvolle melk,1.55,0,5374
Colruyt,LIPTON,thee Herbal inf.Morroco mint,0.876,Carrefour,Lipton,Pyramide Kruidenthee Marokko Munt 20 zakjes,2.59,1,5375
Carrefour,Alpro,Choco Hazelnootdrink 1L,3.29,Albert Heijn,Alpro,Cuisine light,1.89,0,5376
Albert Heijn,Cheestrings,Stripkaas naturel 40+,3.29,Carrefour,Cheestrings,Original 8 x 21 g,4.55,1,5377
Albert Heijn,Lay's,Bugles sweet chilli,1.49,Colruyt,LAY'S BUGLES,Sweet Chilli,1.49,1,5378
Colruyt,7UP,Free Of Sugar Lemon & Lime,0.506,Albert Heijn,Omer.,Blond,5.49,0,5379
Albert Heijn,Oreo,Koekjes omhuld met melkchocolade,1.69,Colruyt,OREO,koeken Milk Choc,1.79,1,5380
Carrefour,Danone,Fruit van Hier Volle Yoghurt Aardbei 4 x 125 g,2.9,Albert Heijn,Danone,Af en toetje yoghurt vanille,0.99,0,5381
Colruyt,L'OREAL,Magic Retouch 4 blond,7.86,Albert Heijn,L'Oréal,Magic retouch uitgroeispray donkerblond,9.99,1,5382
Carrefour,Alpro,Blauwe Bosbes Plantaardig Alternatief voor Yoghurt 500 g,2.75,Albert Heijn,Alpro,Kokosnootdrink original,1.89,0,5383
Albert Heijn,Knorr,Pak kerriesaus,1.69,Colruyt,KNORR,saus curry Brik,1.69,1,5384
Albert Heijn,Dove,Invisible dry deodorant spray,2.89,Colruyt,DOVE,deo invisible dry,2.89,1,5385
Colruyt,RIO MARE,tonijn P&L olijfolie,5.79,Albert Heijn,Rio Mare,Tonijn in olijfolie voordeel,5.19,0,5386
Albert Heijn,L'OR,Espresso lungo elegante koffiecups,4.79,Carrefour,L'OR,Koffie Capsules Lungo Elegante Intensiteit 6 Nespresso* Compatibel 20 stuks,6.11,1,5387
Colruyt,MONSTER,energiedrank blik,1.24,Albert Heijn,Monster,Energy,4.99,1,5388
Carrefour,Dreft,Ultimate Care 4 in 1 Caps Normaal 42 x 26 g 42 Wasbeurten,23.09,Colruyt,DREFT,caps care 4,21.49,1,5389
Colruyt,DANONE,verse kaas mager natuur,1.69,Carrefour,Danone,"Verse Kaas Natuur Mager, Zacht & Smeuïg 4 x 100 g",1.84,1,5390
Carrefour,Starbucks,Caffè Verona 10 Capsules 55 g,3.99,Albert Heijn,Starbucks,Nespresso koffiecups caffe verona,3.69,1,5391
Colruyt,LISTERINE,total care protection,4.89,Carrefour,Listerine,Total Care Mondspoeling Tandsteenbescherming 500 ml,7.25,1,5392
Carrefour,Carrefour,Beschuiten 800 g,2.35,Colruyt,DELIRIUM,Red 8%,9.49,0,5393
Carrefour,Vintense,Cépage Chardonnay Alcohol Vrij 750 ml,5.99,Colruyt,VINTENSE,Chardonnay 0%,5.99,1,5394
Carrefour,Fitness,Pure Chocolade Ontbijtgranen 450 g,5.36,Colruyt,NESTLÉ FITNESS,Dark Chocolate,3.83,1,5395
Albert Heijn,AH,Broccoli,0.9,Colruyt,,broccoli 1st 500g,0.834,1,5396
Albert Heijn,Nivea,Waterlily&oil douchegel,2.99,Colruyt,NIVEA,douche Waterlily/Pure Fresh,1.49,1,5397
Colruyt,ALPRO,natuur,1.79,Albert Heijn,Alpro,Sojadrink light,1.39,0,5398
Carrefour,Lipton,Pyramides Kruidenthee Linden 20 theezakjes,2.75,Colruyt,LIPTON,thee Herbal inf. Linden,2.15,1,5399
Albert Heijn,Lay's,Bugles sweet chilli,1.49,Colruyt,LAY'S BUGLES,Sweet Chilli,1.3,1,5400
Colruyt,SPA REINE,plat water glas,4.59,Carrefour,Spa,Reine Niet Bruisend Natuurlijk Mineraalwater RGB 6 x 1 L,4.65,1,5401
Carrefour,Alpro,Kers Plantaardig Alternatief voor Yoghurt 500 g,2.4,Albert Heijn,Alpro,Barista haver,2.49,0,5402
Colruyt,KLEENEX,Ultra soft box,2.35,Carrefour,Kleenex,Ultra Soft 3-Laags Duo Pack x 72 Stuks,4.75,1,5403
Colruyt,ALPRO,haverdrink,3.05,Albert Heijn,Alpro,Cuisine light,1.89,0,5404
Colruyt,ALPRO,mango z. toegevoegde suikers,2.49,Albert Heijn,Alpro,Cuisine light,1.89,0,5405
Colruyt,BOURSIN CUISINE,knoflook&f.kruiden,2.29,Albert Heijn,Boursin,Cuisine knoflook & fijne kruiden,2.29,1,5406
Colruyt,FAIREBEL,zachte boter,3.05,Carrefour,Fairebel,Boter 250 g,3.19,1,5407
Colruyt,ALPRO,aardbei,3.05,Albert Heijn,Alpro,Haver groeidrink,2.29,0,5408
Carrefour,Garden Gourmet,Vegetarische Schnitzel x8 720 g,12.29,Albert Heijn,Garden Gourmet,Groenteballetjes,2.89,0,5409
Colruyt,BEEMSTER,jong belegen sneetjes,6.38,Albert Heijn,Beemster,Oud 30+ plakken,2.99,0,5410
Colruyt,HAUST,toast Toast 'n Chips knoflook,0.89,Albert Heijn,Haust,Toast en chips knoflook,0.89,1,5411
Colruyt,ROMBOUTS,bonen Italian style,7.89,Carrefour,Rombouts,Italian Style Café Espresso Bonen 500 g,8.5,1,5412
Carrefour,Alpro,Soya Smeerbaar 250 g,1.47,Albert Heijn,Alpro,Mango met meer fruit,2.49,0,5413
Carrefour,Cécémel,1 L,8.99,Colruyt,CÉCÉMEL,brik,1.29,1,5414
Carrefour,Côte d'Or,Melk 300 g,4.12,Colruyt,CÔTE D'OR,chocopasta melk,3.89,1,5415
Colruyt,HEAD&SHOULDERS,shampoo munt,3.56,Albert Heijn,Head & Shoulders,Antiroos shampoo menthol fresh,4.99,1,5416
Carrefour,La Laitière,Flan Karamel 4 x 100 g,3.35,Colruyt,LA LAITIÈRE,flan karamel,2.89,1,5417
Colruyt,OLA MAGNUM,classic roomijs,4.39,Albert Heijn,Magnum,Pint classic ijs,3.99,1,5418
Carrefour,Friskies,5 Promesses met Kip en met Groenten 4 kg,11.95,Colruyt,ORVAL,"trappist 6,2%vol",14.22,0,5419
Albert Heijn,Witte Reus,Brilliant gel arctic ocean,3.69,Carrefour,Entremont,Spécial Pasta 180 g,5.15,0,5420
Colruyt,,Pinot Luxembourg wit BIB,12.99,Albert Heijn,,Goudse Belegen 48+ stuk,4,0,5421
Colruyt,ALPRO,haverdrink zonder suikers,2.29,Albert Heijn,Alpro,Sojadrink original,1.09,0,5422
Albert Heijn,Milner,Smeerkaas 20+ sambal,1.69,Colruyt,SENSODYNE REPAIR & PROTECT,75ml,4.99,0,5423
Albert Heijn,Knorr,Maaltijdmix macaroni,1.49,Colruyt,BRUGGE,kaas jong belegen sn,4.85,0,5424
Albert Heijn,Maggi,Aardappelpuree naturel,0.95,Colruyt,MAYBELLINE,potlood oriental khol zwart,7.34,0,5425
Colruyt,HEAD & SHOULDERS,sh.2in1 ap/citrus,1.94,Albert Heijn,Head & Shoulders,Citrus fresh 2-in-1 shampoo,3.89,1,5426
Colruyt,PANTENE PRO-V,cond. verzorg/glad,2.79,Albert Heijn,Pantene,Conditioner smooth & sleek,2.79,1,5427
Albert Heijn,Signal,Pure adem,1.59,Colruyt,SIGNAL,Pure adem,1.19,1,5428
Colruyt,DOUWE EGBERTS,caps Lungo 8 Moka R.,4.19,Carrefour,Douwe Egberts,Koffie Capsules Moka Royal Lungo Intensiteit 08 Nespresso* Compatibel 20 stuks,4.19,1,5429
Carrefour,Milka,Smeerpasta 600 GR,4.32,Albert Heijn,Milka,Hazelnootpasta met chocolade,3.99,1,5430
Delhaize,Ecover,"Wasmiddel | Kleuren | 1,5L | 33 DS | Eco",11.05,Albert Heijn,Ecover,Vloeibaar wasmiddel color,9.99,1,5431
Carrefour,Alpro,Perzik Plantaardig Alternatief voor Yoghurt 500 g,2.4,Colruyt,ALPRO,perzik,2.19,1,5432
Carrefour,Alpro,Chocolate Praline Flavour Hazelnut 6 x 250 ml,10.05,Albert Heijn,Alpro,Sojadrink banaan,1.89,0,5433
Colruyt,SOLO,frituurvet vloeibaar,13.49,Albert Heijn,Solo,Margarine,1.79,0,5434
Carrefour,Arthur,"Grano Pops Gepofte Spelt, Haver & Quinoa met Chocolade 215 g",4.12,Colruyt,ARTHUR&THE SISTERS,granopops choco.,2.99,1,5435
Colruyt,ALPRO,sojadrink macchiato,2.19,Albert Heijn,Alpro,Not M*LK Drink Plantaardig & Vol,2.19,0,5436
Carrefour,Nature Valley,Crunchy Haver en Pure Chocolade 10 Repen 5 x 42 g,2.86,Colruyt,NATURE VALLEY,crunch.haver&pure ch.,2.59,1,5437
Colruyt,ALPRO,aardbei-banaan/peer-perzik,3.05,Albert Heijn,Alpro,Dessert dark chocolate,2.19,0,5438
Colruyt,KNORR,saus curry Brik,1.69,Albert Heijn,Knorr,Pak kerriesaus,1.69,1,5439
Colruyt,IGLO,4 gepaneerde Alaska Pollak,4.49,Albert Heijn,Iglo,Fishcuisine Bretagne,4.89,0,5440
Colruyt,LIPTON,Green tea Bright citrus,2.39,Albert Heijn,Lipton,Green 4-pack,2.69,0,5441
Albert Heijn,Jupiler,Pils,12.99,Colruyt,L'OREAL,casting creme 412 iced cacao,10.05,0,5442
Albert Heijn,Red Bull,Energy drink 4-pack,4.29,Colruyt,RED BULL,energiedrank,1.07,1,5443
Colruyt,ALPRO,Absolutely kokosnoot natuur,3.29,Albert Heijn,Alpro,Plantaardige variatie op yoghurt naturel,1.99,0,5444
Colruyt,SCHWEPPES,Ginger Ale,0.798,Albert Heijn,Schweppes,Agrumes,4.79,0,5445
Colruyt,ALPRO,perzik,2.19,Albert Heijn,Alpro,Cuisine,1.79,0,5446
Albert Heijn,Chatar,Worst rund/gevogelte,1.69,Colruyt,CHATAR,worst gekookt,3.19,1,5447
Colruyt,NESCAFÉ GOLD,oploskoffie dessert,2.39,Carrefour,Nescafé,Gold Dessert 25 x 2 g,2.59,1,5448
Carrefour,Perfect Fit,Adult 1+ 750 g,5.09,Colruyt,PERFECT FIT,Adult 1+ zalm,2.24,1,5449
Colruyt,CAREFREE,inlegkr.normal cotton Fr.,4.29,Albert Heijn,M&M'S,Pinda,2.59,0,5450
Colruyt,PERRIER,bruisend water,0.79,Carrefour,Perrier,Natuurlijk Bruisend Mineraalwater met Toevoeging van Koolzuurgas Fles 6 x 1 L,5.35,1,5451
Albert Heijn,Moët & Chandon,Nectar Impérial,35.99,Colruyt,CESAR,Primeur kalf-wortel vlootje,1.85,0,5452
Carrefour,Dr. Oetker,Pizza Ristorante Quattro Formaggi 340 g,1.96,Albert Heijn,Dr. Oetker,Suikeroogjes cupcake taart versiering,2.89,0,5453
Carrefour,NAN,Verzadiging 3 Ingedikte Groeimelk 800g,16.62,Colruyt,NAN OPTIPRO,groeimelk verzadiging 3,15.39,1,5454
Colruyt,GOURMET,Gold mousse met groenten,8.15,Carrefour,Gourmet,Gold Mousse met Groenten 12 x 85 g,8.4,1,5455
Colruyt,STARBUCKS,Sumatra,3.69,Albert Heijn,Starbucks,Nespresso koffiecups espresso sumatra,3.79,1,5456
Carrefour,Loctite,Secondelijm Precision 5g,5.99,Colruyt,LOCTITE,Super Glue Precision,5.65,1,5457
Albert Heijn,Sanex,Zero% normale huid douchegel,4.39,Colruyt,SANEX,douchegel dry/normal,3.13,1,5458
Albert Heijn,AH,Bleekselderij,1.09,Colruyt,,Witte selder,0.99,1,5459
Albert Heijn,AH Excellent,Holle chocolade eieren,2.99,Colruyt,FEUILLE D'OR,makreel visolie,3.85,0,5460
Colruyt,CANON,inktpatroon cyaan,12.99,Albert Heijn,AH,Vers sap braam zwarte bes,1.79,0,5461
Colruyt,LEERDAMMER,kaas Caractère sneetjes,9.07,Albert Heijn,Leerdammer,Lightlife 30+ plakken,1.69,0,5462
Colruyt,,Witte selder,0.99,Albert Heijn,AH,Bleekselderij,1.09,1,5463
Carrefour,Iglo,Green Cuisine Veggie Bowl Groenten Chili 380 g,4.19,Albert Heijn,Iglo,Crispino,3.69,0,5464
Colruyt,CÉRÉAL,abrikoos & perzik,3.28,Carrefour,Céréal,Abrikoos 270 g,3.48,1,5465
Colruyt,LU MIKADO,koeken pure chocolade,1.69,Albert Heijn,LU,Mikado puur,1.69,1,5466
Colruyt,ALPRO,kers,2.19,Albert Heijn,Alpro,Barista soja,2.19,0,5467
Albert Heijn,Lay's,Strong jalapeno & cheese,1.49,Colruyt,LAY'S,strong cheese & jalapeno,1.49,1,5468
Colruyt,ALPRO,Absolutely kokosnoot ananas,3.75,Albert Heijn,Alpro,Mango met meer fruit,2.49,0,5469
Carrefour,Melitta,1 x 4 Koffiefilters Bamboo 80 Stuks,3.05,Colruyt,MELITTA,koffiefilters Bamboo 1x4,2.88,1,5470
Colruyt,DANIO,topper rode vruchten/granen,1.79,Albert Heijn,Danio,Luchtige kwark aardbei,1.49,0,5471
Albert Heijn,Elvive,total repair 5 shampoo,3.45,Colruyt,KELLOGG'S EXTRA,cr.muesli melkchoc.,5.03,0,5472
Albert Heijn,AH Biologisch,Muesli noten,2.29,Colruyt,SOUBRY,bloem 9-granenbrood,5.39,0,5473
Carrefour,Wasa,Delicate Crisp Rosemary & Sea Salt 190 g,2.17,Albert Heijn,Wasa,Delicate thin crisp rosemary & salt,1.79,0,5474
Albert Heijn,Milka,Chocolade reep alpenmelk,0.99,Colruyt,MILKA,alpenmelk,0.99,1,5475
Albert Heijn,Nivea,Men dry impact anti-transpirant roller,2.19,Colruyt,BONI,groenten couscous,2.25,0,5476
Carrefour,Garden Gourmet,Vegan Balls 300 g,4.99,Albert Heijn,Garden Gourmet,Vegetarisch fijngehakt,3.49,0,5477
Albert Heijn,Hooghoudt,Cocos Likorette,5.99,Colruyt,BONI,kalkreiniger spray,1.49,0,5478
Albert Heijn,D&L,Mayonaise ei,2.99,Colruyt,NIVEA,Care reinigingsdoekjes,3.99,0,5479
Albert Heijn,AH,Uitdeelzakje happy,1.5,Colruyt,BONI,spinazie,1.59,0,5480
Carrefour,Pamesello,Geraspte Kaas 100 g,3.29,Colruyt,KRAFT,Pamesello geraspt,2.97,1,5481
Carrefour,Dr. Oetker,Ristorante Pizza Quattro Formaggi 340 g,1.96,Albert Heijn,Dr. Oetker,Mix voor banketbakkersroom,1.69,0,5482
Carrefour,Ben & Jerry's,Topped Ijs Salted Caramel Brownie 438 ml,7.75,Albert Heijn,Ben & Jerry's,Topped ijs salted caramel brownie,3.99,1,5483
Carrefour,Mini Babybel,Snacking Kaas Original 18 porties 396 g,6.85,Colruyt,BABYBEL,Mini,5.92,1,5484
Colruyt,,Uien,0.85,Albert Heijn,,Lasagne pakket compleet,10.42,0,5485
Colruyt,DOUWE EGBERTS,Deca pads,3.99,Carrefour,Douwe Egberts,Koffie Pads Decafe 32 stuks,4.07,1,5486
Colruyt,BEEMSTER,extra belegen sneetjes,4.58,Albert Heijn,Beemster,Extra belegen 48+ plakken,2.69,0,5487
Carrefour,Kellogg's,Honey Pops Loops 450 g,4.51,Albert Heijn,Kellogg's,Coco pops chocos,2.99,0,5488
Carrefour,Danonino,Verse Kaas Aardbei Maxi voor Kinderen 6 x 100 g,4.55,Colruyt,DANONE DANONINO,aardbei,4.29,1,5489
Albert Heijn,Optimel,Magere yoghurt aardbei 0% vet,1.99,Colruyt,EVERYDAY,garnalen Noordzee MSC,6.99,0,5490
Carrefour,Douwe Egberts,Koffie Bonen Dessert 500 g,7.89,Colruyt,DOUWE EGBERTS,bonen dessert,6.99,1,5491
Albert Heijn,AH,Suikerstaafjes,0.99,Colruyt,LE PETIT MARSEILLAIS,dch hypoall.,4.35,0,5492
Carrefour,Yoplait,Perle de Lait Natuur 4 x 125 g,3.49,Colruyt,YOPLAIT PERLE DE LAIT,natuur,2.99,1,5493
Albert Heijn,Red Bull,Energy drink 6-pack,6.49,Colruyt,BONI,muesli reep chocolade,1.09,0,5494
